link,amp_link,non_amp_total,non_amp_response,amp_total,amp_response,attempt#
https://www.buzzfeed.com/meghara/the-leader-of-north-koreas-brother-was-mysteriously-killed-a,https://www.buzzfeed.com/amphtml/meghara/the-leader-of-north-koreas-brother-was-mysteriously-killed-a,2070,72,1113,469,0
https://www.buzzfeed.com/meghara/the-leader-of-north-koreas-brother-was-mysteriously-killed-a,https://www.buzzfeed.com/amphtml/meghara/the-leader-of-north-koreas-brother-was-mysteriously-killed-a,2073,76,785,40,1
https://www.buzzfeed.com/meghara/the-leader-of-north-koreas-brother-was-mysteriously-killed-a,https://www.buzzfeed.com/amphtml/meghara/the-leader-of-north-koreas-brother-was-mysteriously-killed-a,2009,64,1360,45,2
https://www.buzzfeed.com/meghara,https://www.buzzfeed.com/amphtml/meghara,2251,922,3553,1234,0
https://www.buzzfeed.com/meghara,https://www.buzzfeed.com/amphtml/meghara,1256,74,2344,99,1
https://www.buzzfeed.com/meghara,https://www.buzzfeed.com/amphtml/meghara,69161,97,2496,95,2
https://www.buzzfeed.com/georgerizz/what-kinky-are-you-based-on-three-questions-2gdrn,https://www.buzzfeed.com/amphtml/georgerizz/what-kinky-are-you-based-on-three-questions-2gdrn,2160,67,76518,699,0
https://www.buzzfeed.com/georgerizz/what-kinky-are-you-based-on-three-questions-2gdrn,https://www.buzzfeed.com/amphtml/georgerizz/what-kinky-are-you-based-on-three-questions-2gdrn,2123,74,1087,93,1
https://www.buzzfeed.com/georgerizz/what-kinky-are-you-based-on-three-questions-2gdrn,https://www.buzzfeed.com/amphtml/georgerizz/what-kinky-are-you-based-on-three-questions-2gdrn,1876,86,890,33,2
https://www.buzzfeed.com/krishrach/you-have-to-see-chris-evans-amazing-response-to-a-white-supr,https://www.buzzfeed.com/amphtml/krishrach/you-have-to-see-chris-evans-amazing-response-to-a-white-supr,2188,58,1179,101,0
https://www.buzzfeed.com/krishrach/you-have-to-see-chris-evans-amazing-response-to-a-white-supr,https://www.buzzfeed.com/amphtml/krishrach/you-have-to-see-chris-evans-amazing-response-to-a-white-supr,2298,71,1089,61,1
https://www.buzzfeed.com/krishrach/you-have-to-see-chris-evans-amazing-response-to-a-white-supr,https://www.buzzfeed.com/amphtml/krishrach/you-have-to-see-chris-evans-amazing-response-to-a-white-supr,2321,70,1031,50,2
https://www.buzzfeed.com/krishrach,https://www.buzzfeed.com/amphtml/krishrach,2894,994,3755,1227,0
https://www.buzzfeed.com/krishrach,https://www.buzzfeed.com/amphtml/krishrach,1509,93,2434,71,1
https://www.buzzfeed.com/krishrach,https://www.buzzfeed.com/amphtml/krishrach,1181,77,3133,236,2
https://www.buzzfeed.com/essencegant/the-obamas-valentines-tweets-will-give-you-all-the-feels,https://www.buzzfeed.com/amphtml/essencegant/the-obamas-valentines-tweets-will-give-you-all-the-feels,2218,62,1400,408,0
https://www.buzzfeed.com/essencegant/the-obamas-valentines-tweets-will-give-you-all-the-feels,https://www.buzzfeed.com/amphtml/essencegant/the-obamas-valentines-tweets-will-give-you-all-the-feels,2314,64,957,45,1
https://www.buzzfeed.com/essencegant/the-obamas-valentines-tweets-will-give-you-all-the-feels,https://www.buzzfeed.com/amphtml/essencegant/the-obamas-valentines-tweets-will-give-you-all-the-feels,2241,56,1391,43,2
https://www.buzzfeed.com/essencegant,https://www.buzzfeed.com/amphtml/essencegant,1641,180,3597,1150,0
https://www.buzzfeed.com/essencegant,https://www.buzzfeed.com/amphtml/essencegant,1274,75,2330,97,1
https://www.buzzfeed.com/essencegant,https://www.buzzfeed.com/amphtml/essencegant,1386,61,2458,100,2
https://www.buzzfeed.com/aishagani/muslims-falling-in-love-on-instagram,https://www.buzzfeed.com/amphtml/aishagani/muslims-falling-in-love-on-instagram,2032,101,5868,699,0
https://www.buzzfeed.com/aishagani/muslims-falling-in-love-on-instagram,https://www.buzzfeed.com/amphtml/aishagani/muslims-falling-in-love-on-instagram,2086,83,6782,45,1
https://www.buzzfeed.com/aishagani/muslims-falling-in-love-on-instagram,https://www.buzzfeed.com/amphtml/aishagani/muslims-falling-in-love-on-instagram,2474,57,4814,107,2
https://www.buzzfeed.com/maritsapatrinos/things-that-are-better-than-a-date-on-valentines-day,https://www.buzzfeed.com/amphtml/maritsapatrinos/things-that-are-better-than-a-date-on-valentines-day,3496,572,1230,515,0
https://www.buzzfeed.com/maritsapatrinos/things-that-are-better-than-a-date-on-valentines-day,https://www.buzzfeed.com/amphtml/maritsapatrinos/things-that-are-better-than-a-date-on-valentines-day,1754,91,770,38,1
https://www.buzzfeed.com/maritsapatrinos/things-that-are-better-than-a-date-on-valentines-day,https://www.buzzfeed.com/amphtml/maritsapatrinos/things-that-are-better-than-a-date-on-valentines-day,2472,86,2384,350,2
https://www.buzzfeed.com/jennaguillaume/its-the-little-things,https://www.buzzfeed.com/amphtml/jennaguillaume/its-the-little-things,2102,60,1987,686,0
https://www.buzzfeed.com/jennaguillaume/its-the-little-things,https://www.buzzfeed.com/amphtml/jennaguillaume/its-the-little-things,2124,62,1511,59,1
https://www.buzzfeed.com/jennaguillaume/its-the-little-things,https://www.buzzfeed.com/amphtml/jennaguillaume/its-the-little-things,2172,108,2562,152,2
https://www.buzzfeed.com/jamiejones/single-valentine-tweets,https://www.buzzfeed.com/amphtml/jamiejones/single-valentine-tweets,2359,106,1828,732,0
https://www.buzzfeed.com/jamiejones/single-valentine-tweets,https://www.buzzfeed.com/amphtml/jamiejones/single-valentine-tweets,2360,108,1199,54,1
https://www.buzzfeed.com/jamiejones/single-valentine-tweets,https://www.buzzfeed.com/amphtml/jamiejones/single-valentine-tweets,2439,72,1305,191,2
https://www.buzzfeed.com/genamourbarrett/real-af-tumblr-posts-that-will-make-all-feminists-laugh,https://www.buzzfeed.com/amphtml/genamourbarrett/real-af-tumblr-posts-that-will-make-all-feminists-laugh,2566,191,1705,650,0
https://www.buzzfeed.com/genamourbarrett/real-af-tumblr-posts-that-will-make-all-feminists-laugh,https://www.buzzfeed.com/amphtml/genamourbarrett/real-af-tumblr-posts-that-will-make-all-feminists-laugh,2361,77,1305,109,1
https://www.buzzfeed.com/genamourbarrett/real-af-tumblr-posts-that-will-make-all-feminists-laugh,https://www.buzzfeed.com/amphtml/genamourbarrett/real-af-tumblr-posts-that-will-make-all-feminists-laugh,2495,69,1063,53,2
https://www.buzzfeed.com/genamourbarrett,https://www.buzzfeed.com/amphtml/genamourbarrett,5916,4360,5129,2839,0
https://www.buzzfeed.com/genamourbarrett,https://www.buzzfeed.com/amphtml/genamourbarrett,1296,77,1950,95,1
https://www.buzzfeed.com/genamourbarrett,https://www.buzzfeed.com/amphtml/genamourbarrett,1622,80,3777,157,2
https://www.buzzfeed.com/kelseyimpicciche/drunk-single-people-review-valentines-day-gifts,https://www.buzzfeed.com/amphtml/kelseyimpicciche/drunk-single-people-review-valentines-day-gifts,1692,59,2602,297,0
https://www.buzzfeed.com/kelseyimpicciche/drunk-single-people-review-valentines-day-gifts,https://www.buzzfeed.com/amphtml/kelseyimpicciche/drunk-single-people-review-valentines-day-gifts,1665,61,1533,55,1
https://www.buzzfeed.com/kelseyimpicciche/drunk-single-people-review-valentines-day-gifts,https://www.buzzfeed.com/amphtml/kelseyimpicciche/drunk-single-people-review-valentines-day-gifts,1663,63,1591,45,2
https://www.buzzfeed.com/essencegant/makeup-dupes-thatve-actually-been-approved,https://www.buzzfeed.com/amphtml/essencegant/makeup-dupes-thatve-actually-been-approved,2264,82,818,102,0
https://www.buzzfeed.com/essencegant/makeup-dupes-thatve-actually-been-approved,https://www.buzzfeed.com/amphtml/essencegant/makeup-dupes-thatve-actually-been-approved,2425,91,730,55,1
https://www.buzzfeed.com/essencegant/makeup-dupes-thatve-actually-been-approved,https://www.buzzfeed.com/amphtml/essencegant/makeup-dupes-thatve-actually-been-approved,2325,58,775,86,2
https://www.buzzfeed.com/tamerragriffin/tom-brady-says-super-bowl-visit-to-the-white-white-house-isn,https://www.buzzfeed.com/amphtml/tamerragriffin/tom-brady-says-super-bowl-visit-to-the-white-white-house-isn,2782,558,1435,454,0
https://www.buzzfeed.com/tamerragriffin/tom-brady-says-super-bowl-visit-to-the-white-white-house-isn,https://www.buzzfeed.com/amphtml/tamerragriffin/tom-brady-says-super-bowl-visit-to-the-white-white-house-isn,2229,88,1031,53,1
https://www.buzzfeed.com/tamerragriffin/tom-brady-says-super-bowl-visit-to-the-white-white-house-isn,https://www.buzzfeed.com/amphtml/tamerragriffin/tom-brady-says-super-bowl-visit-to-the-white-white-house-isn,2637,77,1076,36,2
https://www.buzzfeed.com/tamerragriffin,https://www.buzzfeed.com/amphtml/tamerragriffin,2576,1208,3554,1255,0
https://www.buzzfeed.com/tamerragriffin,https://www.buzzfeed.com/amphtml/tamerragriffin,1431,92,2344,118,1
https://www.buzzfeed.com/tamerragriffin,https://www.buzzfeed.com/amphtml/tamerragriffin,1259,60,2430,74,2
https://www.buzzfeed.com/hannahjewell/four-long-ass-years,https://www.buzzfeed.com/amphtml/hannahjewell/four-long-ass-years,2265,99,2088,137,0
https://www.buzzfeed.com/hannahjewell/four-long-ass-years,https://www.buzzfeed.com/amphtml/hannahjewell/four-long-ass-years,2027,59,1954,48,1
https://www.buzzfeed.com/hannahjewell/four-long-ass-years,https://www.buzzfeed.com/amphtml/hannahjewell/four-long-ass-years,2192,65,1542,42,2
https://www.buzzfeed.com/hannahjewell,https://www.buzzfeed.com/amphtml/hannahjewell,1733,152,4083,1459,0
https://www.buzzfeed.com/hannahjewell,https://www.buzzfeed.com/amphtml/hannahjewell,2240,98,2653,136,1
https://www.buzzfeed.com/hannahjewell,https://www.buzzfeed.com/amphtml/hannahjewell,1827,120,3599,124,2
https://www.buzzfeed.com/juliareinstein/youre-wrong-theyre-so-good,https://www.buzzfeed.com/amphtml/juliareinstein/youre-wrong-theyre-so-good,2903,78,1901,622,0
https://www.buzzfeed.com/juliareinstein/youre-wrong-theyre-so-good,https://www.buzzfeed.com/amphtml/juliareinstein/youre-wrong-theyre-so-good,2593,107,1283,198,1
https://www.buzzfeed.com/juliareinstein/youre-wrong-theyre-so-good,https://www.buzzfeed.com/amphtml/juliareinstein/youre-wrong-theyre-so-good,3462,115,2820,92,2
https://www.buzzfeed.com/juliareinstein,https://www.buzzfeed.com/amphtml/juliareinstein,3566,1424,4155,1303,0
https://www.buzzfeed.com/juliareinstein,https://www.buzzfeed.com/amphtml/juliareinstein,3314,82,2999,115,1
https://www.buzzfeed.com/juliareinstein,https://www.buzzfeed.com/amphtml/juliareinstein,2684,176,3496,210,2
https://www.buzzfeed.com/michaelblackmon/16-movies-thatll-make-you-feel-less-alone-if-youre-single,https://www.buzzfeed.com/amphtml/michaelblackmon/16-movies-thatll-make-you-feel-less-alone-if-youre-single,3448,103,2680,1142,0
https://www.buzzfeed.com/michaelblackmon/16-movies-thatll-make-you-feel-less-alone-if-youre-single,https://www.buzzfeed.com/amphtml/michaelblackmon/16-movies-thatll-make-you-feel-less-alone-if-youre-single,2906,82,1509,59,1
https://www.buzzfeed.com/michaelblackmon/16-movies-thatll-make-you-feel-less-alone-if-youre-single,https://www.buzzfeed.com/amphtml/michaelblackmon/16-movies-thatll-make-you-feel-less-alone-if-youre-single,2378,90,1214,59,2
https://www.buzzfeed.com/michaelblackmon,https://www.buzzfeed.com/amphtml/michaelblackmon,1595,149,4970,1467,0
https://www.buzzfeed.com/michaelblackmon,https://www.buzzfeed.com/amphtml/michaelblackmon,1649,65,2295,106,1
https://www.buzzfeed.com/michaelblackmon,https://www.buzzfeed.com/amphtml/michaelblackmon,1597,65,2204,80,2
https://www.buzzfeed.com/maryanngeorgantopoulos/an-ohio-woman-was-sentenced-to-nine-months-in-prison-for-liv,https://www.buzzfeed.com/amphtml/maryanngeorgantopoulos/an-ohio-woman-was-sentenced-to-nine-months-in-prison-for-liv,1410,88,1171,412,0
https://www.buzzfeed.com/maryanngeorgantopoulos/an-ohio-woman-was-sentenced-to-nine-months-in-prison-for-liv,https://www.buzzfeed.com/amphtml/maryanngeorgantopoulos/an-ohio-woman-was-sentenced-to-nine-months-in-prison-for-liv,1300,47,1091,115,1
https://www.buzzfeed.com/maryanngeorgantopoulos/an-ohio-woman-was-sentenced-to-nine-months-in-prison-for-liv,https://www.buzzfeed.com/amphtml/maryanngeorgantopoulos/an-ohio-woman-was-sentenced-to-nine-months-in-prison-for-liv,1612,64,1957,53,2
https://www.buzzfeed.com/maryanngeorgantopoulos,https://www.buzzfeed.com/amphtml/maryanngeorgantopoulos,1731,126,3480,1193,0
https://www.buzzfeed.com/maryanngeorgantopoulos,https://www.buzzfeed.com/amphtml/maryanngeorgantopoulos,1616,73,2730,91,1
https://www.buzzfeed.com/maryanngeorgantopoulos,https://www.buzzfeed.com/amphtml/maryanngeorgantopoulos,1461,60,2454,117,2
https://www.buzzfeed.com/anjalipatel/can-you-guess-the-disney-movie-based-on-the-beautiful-screen,https://www.buzzfeed.com/amphtml/anjalipatel/can-you-guess-the-disney-movie-based-on-the-beautiful-screen,4407,59,2520,1389,0
https://www.buzzfeed.com/anjalipatel/can-you-guess-the-disney-movie-based-on-the-beautiful-screen,https://www.buzzfeed.com/amphtml/anjalipatel/can-you-guess-the-disney-movie-based-on-the-beautiful-screen,2979,71,1000,53,1
https://www.buzzfeed.com/anjalipatel/can-you-guess-the-disney-movie-based-on-the-beautiful-screen,https://www.buzzfeed.com/amphtml/anjalipatel/can-you-guess-the-disney-movie-based-on-the-beautiful-screen,3585,213,935,36,2
https://www.buzzfeed.com/anjalipatel,https://www.buzzfeed.com/amphtml/anjalipatel,3522,1837,5093,2018,0
https://www.buzzfeed.com/anjalipatel,https://www.buzzfeed.com/amphtml/anjalipatel,1365,68,2621,57,1
https://www.buzzfeed.com/anjalipatel,https://www.buzzfeed.com/amphtml/anjalipatel,2023,300,3044,214,2
https://www.buzzfeed.com/kassycho/this-guys-friends-held-a-funeral-for-him-after-he-got-a-girl,https://www.buzzfeed.com/amphtml/kassycho/this-guys-friends-held-a-funeral-for-him-after-he-got-a-girl,2078,72,1202,444,0
https://www.buzzfeed.com/kassycho/this-guys-friends-held-a-funeral-for-him-after-he-got-a-girl,https://www.buzzfeed.com/amphtml/kassycho/this-guys-friends-held-a-funeral-for-him-after-he-got-a-girl,2526,60,1314,56,1
https://www.buzzfeed.com/kassycho/this-guys-friends-held-a-funeral-for-him-after-he-got-a-girl,https://www.buzzfeed.com/amphtml/kassycho/this-guys-friends-held-a-funeral-for-him-after-he-got-a-girl,5007,495,1852,127,2
https://www.buzzfeed.com/kassycho,https://www.buzzfeed.com/amphtml/kassycho,2751,1142,7319,1707,0
https://www.buzzfeed.com/kassycho,https://www.buzzfeed.com/amphtml/kassycho,4334,762,2422,98,1
https://www.buzzfeed.com/kassycho,https://www.buzzfeed.com/amphtml/kassycho,1952,139,2101,136,2
https://www.buzzfeed.com/agh/create-a-sim-and-well-accurately-guess-your-age,https://www.buzzfeed.com/amphtml/agh/create-a-sim-and-well-accurately-guess-your-age,2731,76,3955,1307,0
https://www.buzzfeed.com/agh/create-a-sim-and-well-accurately-guess-your-age,https://www.buzzfeed.com/amphtml/agh/create-a-sim-and-well-accurately-guess-your-age,2136,117,730,37,1
https://www.buzzfeed.com/agh/create-a-sim-and-well-accurately-guess-your-age,https://www.buzzfeed.com/amphtml/agh/create-a-sim-and-well-accurately-guess-your-age,3678,73,1429,234,2
https://www.buzzfeed.com/agh,https://www.buzzfeed.com/amphtml/agh,2881,848,6565,1859,0
https://www.buzzfeed.com/agh,https://www.buzzfeed.com/amphtml/agh,1618,52,2516,120,1
https://www.buzzfeed.com/agh,https://www.buzzfeed.com/amphtml/agh,1238,59,2567,168,2
https://www.buzzfeed.com/krishrach/meet-the-furries-fighting-fascism,https://www.buzzfeed.com/amphtml/krishrach/meet-the-furries-fighting-fascism,2599,62,3064,1476,0
https://www.buzzfeed.com/krishrach/meet-the-furries-fighting-fascism,https://www.buzzfeed.com/amphtml/krishrach/meet-the-furries-fighting-fascism,3012,97,1080,59,1
https://www.buzzfeed.com/krishrach/meet-the-furries-fighting-fascism,https://www.buzzfeed.com/amphtml/krishrach/meet-the-furries-fighting-fascism,3116,100,1873,156,2
https://www.buzzfeed.com/benhenry/pose-bitch,https://www.buzzfeed.com/amphtml/benhenry/pose-bitch,3981,946,3679,620,0
https://www.buzzfeed.com/benhenry/pose-bitch,https://www.buzzfeed.com/amphtml/benhenry/pose-bitch,8157,615,1909,42,1
https://www.buzzfeed.com/benhenry/pose-bitch,https://www.buzzfeed.com/amphtml/benhenry/pose-bitch,2485,71,2015,95,2
https://www.buzzfeed.com/benhenry,https://www.buzzfeed.com/amphtml/benhenry,2105,222,3849,1538,0
https://www.buzzfeed.com/benhenry,https://www.buzzfeed.com/amphtml/benhenry,4790,1714,2578,149,1
https://www.buzzfeed.com/benhenry,https://www.buzzfeed.com/amphtml/benhenry,1466,144,2241,157,2
https://www.buzzfeed.com/jamiejones/pure-and-wholesome-jokes-about-fruit,https://www.buzzfeed.com/amphtml/jamiejones/pure-and-wholesome-jokes-about-fruit,4148,78,3082,642,0
https://www.buzzfeed.com/jamiejones/pure-and-wholesome-jokes-about-fruit,https://www.buzzfeed.com/amphtml/jamiejones/pure-and-wholesome-jokes-about-fruit,3014,430,1365,49,1
https://www.buzzfeed.com/jamiejones/pure-and-wholesome-jokes-about-fruit,https://www.buzzfeed.com/amphtml/jamiejones/pure-and-wholesome-jokes-about-fruit,2959,422,5235,843,2
https://www.buzzfeed.com/jamiejones,https://www.buzzfeed.com/amphtml/jamiejones,3989,2128,4620,1991,0
https://www.buzzfeed.com/jamiejones,https://www.buzzfeed.com/amphtml/jamiejones,1711,73,3237,96,1
https://www.buzzfeed.com/jamiejones,https://www.buzzfeed.com/amphtml/jamiejones,3558,366,3662,234,2
https://www.buzzfeed.com/alixtraeger/chocolate-strawberry-cream-puffs,https://www.buzzfeed.com/amphtml/alixtraeger/chocolate-strawberry-cream-puffs,1613,74,1588,603,0
https://www.buzzfeed.com/alixtraeger/chocolate-strawberry-cream-puffs,https://www.buzzfeed.com/amphtml/alixtraeger/chocolate-strawberry-cream-puffs,1559,70,1134,52,1
https://www.buzzfeed.com/alixtraeger/chocolate-strawberry-cream-puffs,https://www.buzzfeed.com/amphtml/alixtraeger/chocolate-strawberry-cream-puffs,1774,71,1062,55,2
https://www.buzzfeed.com/merleoneal/easy-one-tray-pasta-bake-meal-prep,https://www.buzzfeed.com/amphtml/merleoneal/easy-one-tray-pasta-bake-meal-prep,2267,88,2104,466,0
https://www.buzzfeed.com/merleoneal/easy-one-tray-pasta-bake-meal-prep,https://www.buzzfeed.com/amphtml/merleoneal/easy-one-tray-pasta-bake-meal-prep,2459,72,2120,98,1
https://www.buzzfeed.com/merleoneal/easy-one-tray-pasta-bake-meal-prep,https://www.buzzfeed.com/amphtml/merleoneal/easy-one-tray-pasta-bake-meal-prep,3034,419,2121,77,2
http://www.foxnews.com/politics/2017/02/21/trump-adviser-says-new-travel-ban-will-have-same-basic-policy-outcome.html,http://www.foxnews.com/politics/2017/02/21/trump-adviser-says-new-travel-ban-will-have-same-basic-policy-outcome.amp.html,6278,29,1559,93,0
http://www.foxnews.com/politics/2017/02/21/trump-adviser-says-new-travel-ban-will-have-same-basic-policy-outcome.html,http://www.foxnews.com/politics/2017/02/21/trump-adviser-says-new-travel-ban-will-have-same-basic-policy-outcome.amp.html,7123,25,1355,59,1
http://www.foxnews.com/politics/2017/02/21/trump-adviser-says-new-travel-ban-will-have-same-basic-policy-outcome.html,http://www.foxnews.com/politics/2017/02/21/trump-adviser-says-new-travel-ban-will-have-same-basic-policy-outcome.amp.html,8296,21,830,33,2
http://www.foxnews.com/politics/2017/02/21/new-immigration-policies-draw-both-praise-and-alarm.html,http://www.foxnews.com/politics/2017/02/21/new-immigration-policies-draw-both-praise-and-alarm.amp.html,10481,126,1200,210,0
http://www.foxnews.com/politics/2017/02/21/new-immigration-policies-draw-both-praise-and-alarm.html,http://www.foxnews.com/politics/2017/02/21/new-immigration-policies-draw-both-praise-and-alarm.amp.html,7952,35,983,77,1
http://www.foxnews.com/politics/2017/02/21/new-immigration-policies-draw-both-praise-and-alarm.html,http://www.foxnews.com/politics/2017/02/21/new-immigration-policies-draw-both-praise-and-alarm.amp.html,7543,36,1467,44,2
http://www.foxnews.com/politics/2017/02/21/dhs-secretary-orders-immigration-agent-hiring-surge-end-to-catch-and-release.html,http://www.foxnews.com/politics/2017/02/21/dhs-secretary-orders-immigration-agent-hiring-surge-end-to-catch-and-release.amp.html,7030,27,1455,430,0
http://www.foxnews.com/politics/2017/02/21/dhs-secretary-orders-immigration-agent-hiring-surge-end-to-catch-and-release.html,http://www.foxnews.com/politics/2017/02/21/dhs-secretary-orders-immigration-agent-hiring-surge-end-to-catch-and-release.amp.html,7042,49,697,26,1
http://www.foxnews.com/politics/2017/02/21/dhs-secretary-orders-immigration-agent-hiring-surge-end-to-catch-and-release.html,http://www.foxnews.com/politics/2017/02/21/dhs-secretary-orders-immigration-agent-hiring-surge-end-to-catch-and-release.amp.html,8175,35,711,33,2
http://www.foxnews.com/us/2017/02/21/texas-border-residents-mixed-over-whether-need-finished-wall.html,http://www.foxnews.com/us/2017/02/21/texas-border-residents-mixed-over-whether-need-finished-wall.amp.html,11076,43,1710,349,0
http://www.foxnews.com/us/2017/02/21/texas-border-residents-mixed-over-whether-need-finished-wall.html,http://www.foxnews.com/us/2017/02/21/texas-border-residents-mixed-over-whether-need-finished-wall.amp.html,6219,25,818,27,1
http://www.foxnews.com/us/2017/02/21/texas-border-residents-mixed-over-whether-need-finished-wall.html,http://www.foxnews.com/us/2017/02/21/texas-border-residents-mixed-over-whether-need-finished-wall.amp.html,6506,31,1087,35,2
http://www.foxnews.com/opinion/2017/02/21/sean-hannity-trump-frustrates-fake-news-media-at-every-turn.html,http://www.foxnews.com/opinion/2017/02/21/sean-hannity-trump-frustrates-fake-news-media-at-every-turn.amp.html,13499,27,1239,512,0
http://www.foxnews.com/opinion/2017/02/21/sean-hannity-trump-frustrates-fake-news-media-at-every-turn.html,http://www.foxnews.com/opinion/2017/02/21/sean-hannity-trump-frustrates-fake-news-media-at-every-turn.amp.html,6277,29,1594,46,1
http://www.foxnews.com/opinion/2017/02/21/sean-hannity-trump-frustrates-fake-news-media-at-every-turn.html,http://www.foxnews.com/opinion/2017/02/21/sean-hannity-trump-frustrates-fake-news-media-at-every-turn.amp.html,7406,32,4826,35,2
http://www.foxnews.com/opinion/2017/02/21/veiled-surprise-lebanon-meet-le-pen.html,http://www.foxnews.com/opinion/2017/02/21/veiled-surprise-lebanon-meet-le-pen.amp.html,6621,36,790,88,0
http://www.foxnews.com/opinion/2017/02/21/veiled-surprise-lebanon-meet-le-pen.html,http://www.foxnews.com/opinion/2017/02/21/veiled-surprise-lebanon-meet-le-pen.amp.html,6222,46,775,33,1
http://www.foxnews.com/opinion/2017/02/21/veiled-surprise-lebanon-meet-le-pen.html,http://www.foxnews.com/opinion/2017/02/21/veiled-surprise-lebanon-meet-le-pen.amp.html,85611,24,703,34,2
http://www.foxnews.com/world/2017/02/21/french-presidential-candidate-le-pen-refuses-headscarf-to-meet-lebanons-mufti.html,http://www.foxnews.com/world/2017/02/21/french-presidential-candidate-le-pen-refuses-headscarf-to-meet-lebanons-mufti.amp.html,6329,21,877,92,0
http://www.foxnews.com/world/2017/02/21/french-presidential-candidate-le-pen-refuses-headscarf-to-meet-lebanons-mufti.html,http://www.foxnews.com/world/2017/02/21/french-presidential-candidate-le-pen-refuses-headscarf-to-meet-lebanons-mufti.amp.html,5930,22,866,46,1
http://www.foxnews.com/world/2017/02/21/french-presidential-candidate-le-pen-refuses-headscarf-to-meet-lebanons-mufti.html,http://www.foxnews.com/world/2017/02/21/french-presidential-candidate-le-pen-refuses-headscarf-to-meet-lebanons-mufti.amp.html,6836,21,820,34,2
http://www.foxnews.com/world/2017/02/17/france-le-pen-faces-new-challenges-from-eu-parliament-un.html,http://www.foxnews.com/world/2017/02/17/france-le-pen-faces-new-challenges-from-eu-parliament-un.amp.html,11620,57,1156,269,0
http://www.foxnews.com/world/2017/02/17/france-le-pen-faces-new-challenges-from-eu-parliament-un.html,http://www.foxnews.com/world/2017/02/17/france-le-pen-faces-new-challenges-from-eu-parliament-un.amp.html,6526,34,877,28,1
http://www.foxnews.com/world/2017/02/17/france-le-pen-faces-new-challenges-from-eu-parliament-un.html,http://www.foxnews.com/world/2017/02/17/france-le-pen-faces-new-challenges-from-eu-parliament-un.amp.html,7434,38,975,28,2
http://www.foxnews.com/world/2017/02/15/trump-effect-populism-leaves-its-mark-on-european-allies-elections.html,http://www.foxnews.com/world/2017/02/15/trump-effect-populism-leaves-its-mark-on-european-allies-elections.amp.html,7773,122,958,334,0
http://www.foxnews.com/world/2017/02/15/trump-effect-populism-leaves-its-mark-on-european-allies-elections.html,http://www.foxnews.com/world/2017/02/15/trump-effect-populism-leaves-its-mark-on-european-allies-elections.amp.html,10218,26,722,51,1
http://www.foxnews.com/world/2017/02/15/trump-effect-populism-leaves-its-mark-on-european-allies-elections.html,http://www.foxnews.com/world/2017/02/15/trump-effect-populism-leaves-its-mark-on-european-allies-elections.amp.html,7073,31,662,29,2
http://www.foxnews.com/health/2017/02/21/mom-will-give-birth-to-terminally-ill-daughter-to-donate-her-organs.html,http://www.foxnews.com/health/2017/02/21/mom-will-give-birth-to-terminally-ill-daughter-to-donate-her-organs.amp.html,7238,37,1327,281,0
http://www.foxnews.com/health/2017/02/21/mom-will-give-birth-to-terminally-ill-daughter-to-donate-her-organs.html,http://www.foxnews.com/health/2017/02/21/mom-will-give-birth-to-terminally-ill-daughter-to-donate-her-organs.amp.html,5896,37,853,25,1
http://www.foxnews.com/health/2017/02/21/mom-will-give-birth-to-terminally-ill-daughter-to-donate-her-organs.html,http://www.foxnews.com/health/2017/02/21/mom-will-give-birth-to-terminally-ill-daughter-to-donate-her-organs.amp.html,5824,30,739,29,2
http://www.foxnews.com/health/2017/02/17/volunteer-cuddlers-helping-infants-born-addicted-to-opioids.html,http://www.foxnews.com/health/2017/02/17/volunteer-cuddlers-helping-infants-born-addicted-to-opioids.amp.html,6914,366,1190,285,0
http://www.foxnews.com/health/2017/02/17/volunteer-cuddlers-helping-infants-born-addicted-to-opioids.html,http://www.foxnews.com/health/2017/02/17/volunteer-cuddlers-helping-infants-born-addicted-to-opioids.amp.html,6509,32,830,26,1
http://www.foxnews.com/health/2017/02/17/volunteer-cuddlers-helping-infants-born-addicted-to-opioids.html,http://www.foxnews.com/health/2017/02/17/volunteer-cuddlers-helping-infants-born-addicted-to-opioids.amp.html,6568,24,787,43,2
http://www.foxnews.com/health/2017/02/17/couples-ivf-themed-pregnancy-announcement-goes-viral.html,http://www.foxnews.com/health/2017/02/17/couples-ivf-themed-pregnancy-announcement-goes-viral.amp.html,7434,71,1440,260,0
http://www.foxnews.com/health/2017/02/17/couples-ivf-themed-pregnancy-announcement-goes-viral.html,http://www.foxnews.com/health/2017/02/17/couples-ivf-themed-pregnancy-announcement-goes-viral.amp.html,26329,37,871,48,1
http://www.foxnews.com/health/2017/02/17/couples-ivf-themed-pregnancy-announcement-goes-viral.html,http://www.foxnews.com/health/2017/02/17/couples-ivf-themed-pregnancy-announcement-goes-viral.amp.html,6192,24,1186,25,2
http://www.foxnews.com/us/2017/02/21/louisiana-woman-hailed-as-hero-for-stopping-man-from-beating-police-officer.html,http://www.foxnews.com/us/2017/02/21/louisiana-woman-hailed-as-hero-for-stopping-man-from-beating-police-officer.amp.html,8474,20,1099,106,0
