link,non_amp_total,non_amp_response,amp_total,amp_response,attempt#
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/06/terps-let-chance-slip-away-but-premature-celebration-has-vcu-moving-up-in-atlantic-11/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/06/terps-let-chance-slip-away-but-premature-celebration-has-vcu-moving-up-in-atlantic-11/,4648,71,1185,118,2
https://www.washingtonpost.com/news/early-lead/wp/2017/02/05/tom-brady-dedicates-super-bowl-li-to-his-ailing-mother/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/05/tom-brady-dedicates-super-bowl-li-to-his-ailing-mother/,5645,593,1482,348,0
https://www.washingtonpost.com/news/early-lead/wp/2017/02/05/tom-brady-dedicates-super-bowl-li-to-his-ailing-mother/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/05/tom-brady-dedicates-super-bowl-li-to-his-ailing-mother/,4198,72,1149,120,1
https://www.washingtonpost.com/news/early-lead/wp/2017/02/05/tom-brady-dedicates-super-bowl-li-to-his-ailing-mother/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/05/tom-brady-dedicates-super-bowl-li-to-his-ailing-mother/,5108,87,1364,104,2
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/what-do-we-do-in-the-time-of-trump-the-theater-community-is-trying-to-figure-out-the-answer/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/05/what-do-we-do-in-the-time-of-trump-the-theater-community-is-trying-to-figure-out-the-answer/,7938,59,1927,256,0
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/what-do-we-do-in-the-time-of-trump-the-theater-community-is-trying-to-figure-out-the-answer/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/05/what-do-we-do-in-the-time-of-trump-the-theater-community-is-trying-to-figure-out-the-answer/,3413,510,3572,126,1
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/what-do-we-do-in-the-time-of-trump-the-theater-community-is-trying-to-figure-out-the-answer/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/05/what-do-we-do-in-the-time-of-trump-the-theater-community-is-trying-to-figure-out-the-answer/,2305,89,893,107,2
https://www.washingtonpost.com/news/style/wp/2017/02/02/take-a-video-tour-of-design-for-soon-to-be-renovated-mlk-library-branch/,https://www.washingtonpost.com/amphtml/news/style/wp/2017/02/02/take-a-video-tour-of-design-for-soon-to-be-renovated-mlk-library-branch/,9521,481,6868,1198,0
https://www.washingtonpost.com/news/style/wp/2017/02/02/take-a-video-tour-of-design-for-soon-to-be-renovated-mlk-library-branch/,https://www.washingtonpost.com/amphtml/news/style/wp/2017/02/02/take-a-video-tour-of-design-for-soon-to-be-renovated-mlk-library-branch/,9047,78,5211,115,1
https://www.washingtonpost.com/news/style/wp/2017/02/02/take-a-video-tour-of-design-for-soon-to-be-renovated-mlk-library-branch/,https://www.washingtonpost.com/amphtml/news/style/wp/2017/02/02/take-a-video-tour-of-design-for-soon-to-be-renovated-mlk-library-branch/,9724,69,5821,156,2
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/its-too-late-for-trump-to-stop-this-financial-rule/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/its-too-late-for-trump-to-stop-this-financial-rule/,6559,673,1791,96,0
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/its-too-late-for-trump-to-stop-this-financial-rule/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/its-too-late-for-trump-to-stop-this-financial-rule/,3407,752,4096,257,1
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/its-too-late-for-trump-to-stop-this-financial-rule/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/its-too-late-for-trump-to-stop-this-financial-rule/,6701,87,3796,99,2
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/were-having-the-wrong-argument-about-gmos/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/were-having-the-wrong-argument-about-gmos/,1057,56,2047,357,0
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/were-having-the-wrong-argument-about-gmos/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/were-having-the-wrong-argument-about-gmos/,7086,700,904,123,1
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/were-having-the-wrong-argument-about-gmos/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/were-having-the-wrong-argument-about-gmos/,6620,722,1414,646,2
https://www.washingtonpost.com/news/post-nation/wp/2017/02/07/dont-detonate-on-patrol-a-muslim-cop-sues-nypd-claiming-colleagues-harassed-her-for-years/?utm_term=.61e0d9287343,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/07/dont-detonate-on-patrol-a-muslim-cop-sues-nypd-claiming-colleagues-harassed-her-for-years/?utm_term=.61e0d9287343,3592,592,1969,263,0
https://www.washingtonpost.com/news/post-nation/wp/2017/02/07/dont-detonate-on-patrol-a-muslim-cop-sues-nypd-claiming-colleagues-harassed-her-for-years/?utm_term=.61e0d9287343,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/07/dont-detonate-on-patrol-a-muslim-cop-sues-nypd-claiming-colleagues-harassed-her-for-years/?utm_term=.61e0d9287343,2702,66,1596,110,1
https://www.washingtonpost.com/news/post-nation/wp/2017/02/07/dont-detonate-on-patrol-a-muslim-cop-sues-nypd-claiming-colleagues-harassed-her-for-years/?utm_term=.61e0d9287343,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/07/dont-detonate-on-patrol-a-muslim-cop-sues-nypd-claiming-colleagues-harassed-her-for-years/?utm_term=.61e0d9287343,3258,72,914,101,2
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/aid-worker-who-rescued-starving-nigerian-witch-boy-recreates-their-viral-photo-a-year-later/?utm_term=.64da8c1c99b4,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/aid-worker-who-rescued-starving-nigerian-witch-boy-recreates-their-viral-photo-a-year-later/?utm_term=.64da8c1c99b4,5752,56,2960,411,0
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/aid-worker-who-rescued-starving-nigerian-witch-boy-recreates-their-viral-photo-a-year-later/?utm_term=.64da8c1c99b4,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/aid-worker-who-rescued-starving-nigerian-witch-boy-recreates-their-viral-photo-a-year-later/?utm_term=.64da8c1c99b4,4895,431,1430,294,1
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/aid-worker-who-rescued-starving-nigerian-witch-boy-recreates-their-viral-photo-a-year-later/?utm_term=.64da8c1c99b4,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/aid-worker-who-rescued-starving-nigerian-witch-boy-recreates-their-viral-photo-a-year-later/?utm_term=.64da8c1c99b4,7947,108,6608,105,2
https://www.washingtonpost.com/news/inspired-life/wp/2017/02/07/we-all-came-alive-in-that-moment-watch-a-victorious-boy-celebrate-the-end-of-his-chemotherapy/,https://www.washingtonpost.com/amphtml/news/inspired-life/wp/2017/02/07/we-all-came-alive-in-that-moment-watch-a-victorious-boy-celebrate-the-end-of-his-chemotherapy/,4920,504,1041,314,0
https://www.washingtonpost.com/news/inspired-life/wp/2017/02/07/we-all-came-alive-in-that-moment-watch-a-victorious-boy-celebrate-the-end-of-his-chemotherapy/,https://www.washingtonpost.com/amphtml/news/inspired-life/wp/2017/02/07/we-all-came-alive-in-that-moment-watch-a-victorious-boy-celebrate-the-end-of-his-chemotherapy/,2435,80,879,99,1
https://www.washingtonpost.com/news/inspired-life/wp/2017/02/07/we-all-came-alive-in-that-moment-watch-a-victorious-boy-celebrate-the-end-of-his-chemotherapy/,https://www.washingtonpost.com/amphtml/news/inspired-life/wp/2017/02/07/we-all-came-alive-in-that-moment-watch-a-victorious-boy-celebrate-the-end-of-his-chemotherapy/,3032,72,978,110,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/?utm_term=.51503153d433,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/?utm_term=.51503153d433,3952,70,1631,266,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/?utm_term=.51503153d433,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/?utm_term=.51503153d433,5120,485,1467,302,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/?utm_term=.51503153d433,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/?utm_term=.51503153d433,3490,53,1236,120,2
https://www.washingtonpost.com/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/?utm_term=.fcb42ee4eea4,https://www.washingtonpost.com/amphtml/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/?utm_term=.fcb42ee4eea4,3625,618,1528,251,0
https://www.washingtonpost.com/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/?utm_term=.fcb42ee4eea4,https://www.washingtonpost.com/amphtml/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/?utm_term=.fcb42ee4eea4,3333,71,1505,92,1
https://www.washingtonpost.com/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/?utm_term=.fcb42ee4eea4,https://www.washingtonpost.com/amphtml/news/true-crime/wp/2017/02/07/a-small-arkansas-town-has-its-first-murder-suspect-in-decades-hes-12/?utm_term=.fcb42ee4eea4,3377,81,1155,98,2
https://www.washingtonpost.com/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/?utm_term=.386e34a3b74c,https://www.washingtonpost.com/amphtml/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/?utm_term=.386e34a3b74c,4123,736,5209,130,0
https://www.washingtonpost.com/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/?utm_term=.386e34a3b74c,https://www.washingtonpost.com/amphtml/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/?utm_term=.386e34a3b74c,2965,139,4130,99,1
https://www.washingtonpost.com/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/?utm_term=.386e34a3b74c,https://www.washingtonpost.com/amphtml/news/sports/wp/2017/02/07/2017-nfl-draft-with-the-super-bowl-over-a-fresh-look-at-the-top-50-prospects/?utm_term=.386e34a3b74c,3910,79,2147,105,2
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/,9243,622,1176,398,0
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/,3755,620,912,120,1
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/,4418,81,890,110,2
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/,3565,712,1393,450,0
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/,4351,72,1198,120,1
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/,4149,601,1843,107,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/the-trump-teams-list-of-78-underreported-terrorist-attacks-is-a-bit-of-a-mess/?utm_term=.30f970af0bae#annotations:11297198,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/the-trump-teams-list-of-78-underreported-terrorist-attacks-is-a-bit-of-a-mess/?utm_term=.30f970af0bae#annotations:11297198,5859,482,1857,1036,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/the-trump-teams-list-of-78-underreported-terrorist-attacks-is-a-bit-of-a-mess/?utm_term=.30f970af0bae#annotations:11297198,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/the-trump-teams-list-of-78-underreported-terrorist-attacks-is-a-bit-of-a-mess/?utm_term=.30f970af0bae#annotations:11297198,9439,80,1434,696,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/the-trump-teams-list-of-78-underreported-terrorist-attacks-is-a-bit-of-a-mess/?utm_term=.30f970af0bae#annotations:11297198,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/the-trump-teams-list-of-78-underreported-terrorist-attacks-is-a-bit-of-a-mess/?utm_term=.30f970af0bae#annotations:11297198,5182,77,889,107,2
https://www.washingtonpost.com/news/democracy-post/wp/2017/02/07/donald-trump-thinks-hes-a-strong-leader-but-thats-an-illusion/,https://www.washingtonpost.com/amphtml/news/democracy-post/wp/2017/02/07/donald-trump-thinks-hes-a-strong-leader-but-thats-an-illusion/,3600,477,1015,259,0
https://www.washingtonpost.com/news/democracy-post/wp/2017/02/07/donald-trump-thinks-hes-a-strong-leader-but-thats-an-illusion/,https://www.washingtonpost.com/amphtml/news/democracy-post/wp/2017/02/07/donald-trump-thinks-hes-a-strong-leader-but-thats-an-illusion/,3126,99,1087,112,1
https://www.washingtonpost.com/news/democracy-post/wp/2017/02/07/donald-trump-thinks-hes-a-strong-leader-but-thats-an-illusion/,https://www.washingtonpost.com/amphtml/news/democracy-post/wp/2017/02/07/donald-trump-thinks-hes-a-strong-leader-but-thats-an-illusion/,3474,65,960,100,2
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/irans-ayatollah-thanks-trump-for-revealing-the-real-face-of-the-united-states/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/irans-ayatollah-thanks-trump-for-revealing-the-real-face-of-the-united-states/,1788,53,7176,6373,0
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/irans-ayatollah-thanks-trump-for-revealing-the-real-face-of-the-united-states/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/irans-ayatollah-thanks-trump-for-revealing-the-real-face-of-the-united-states/,1801,60,1009,117,1
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/irans-ayatollah-thanks-trump-for-revealing-the-real-face-of-the-united-states/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/irans-ayatollah-thanks-trump-for-revealing-the-real-face-of-the-united-states/,3655,461,1453,128,2
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/07/rosie-odonnell-as-steve-bannon-snl-could-really-make-trump-angry-if-it-wanted-to/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/07/rosie-odonnell-as-steve-bannon-snl-could-really-make-trump-angry-if-it-wanted-to/,6014,433,1362,355,0
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/07/rosie-odonnell-as-steve-bannon-snl-could-really-make-trump-angry-if-it-wanted-to/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/07/rosie-odonnell-as-steve-bannon-snl-could-really-make-trump-angry-if-it-wanted-to/,4478,73,1713,101,1
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/07/rosie-odonnell-as-steve-bannon-snl-could-really-make-trump-angry-if-it-wanted-to/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/07/rosie-odonnell-as-steve-bannon-snl-could-really-make-trump-angry-if-it-wanted-to/,3702,69,1265,139,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/donald-trump-didnt-like-that-sean-spicer-was-played-by-a-woman-on-saturday-night-live-dont-act-surprised/?utm_term=.a1c49d4f0209,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/donald-trump-didnt-like-that-sean-spicer-was-played-by-a-woman-on-saturday-night-live-dont-act-surprised/?utm_term=.a1c49d4f0209,4617,83,1196,348,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/donald-trump-didnt-like-that-sean-spicer-was-played-by-a-woman-on-saturday-night-live-dont-act-surprised/?utm_term=.a1c49d4f0209,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/donald-trump-didnt-like-that-sean-spicer-was-played-by-a-woman-on-saturday-night-live-dont-act-surprised/?utm_term=.a1c49d4f0209,5482,460,872,109,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/donald-trump-didnt-like-that-sean-spicer-was-played-by-a-woman-on-saturday-night-live-dont-act-surprised/?utm_term=.a1c49d4f0209,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/donald-trump-didnt-like-that-sean-spicer-was-played-by-a-woman-on-saturday-night-live-dont-act-surprised/?utm_term=.a1c49d4f0209,3511,74,881,96,2
https://www.washingtonpost.com/news/early-lead/wp/2017/02/07/we-do-not-come-with-an-expiration-date-christie-brinkley-a-proud-63-poses-for-sis-swimsuit-issue/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/07/we-do-not-come-with-an-expiration-date-christie-brinkley-a-proud-63-poses-for-sis-swimsuit-issue/,6466,449,1154,115,0
https://www.washingtonpost.com/news/early-lead/wp/2017/02/07/we-do-not-come-with-an-expiration-date-christie-brinkley-a-proud-63-poses-for-sis-swimsuit-issue/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/07/we-do-not-come-with-an-expiration-date-christie-brinkley-a-proud-63-poses-for-sis-swimsuit-issue/,4137,70,9310,99,1
https://www.washingtonpost.com/news/early-lead/wp/2017/02/07/we-do-not-come-with-an-expiration-date-christie-brinkley-a-proud-63-poses-for-sis-swimsuit-issue/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/07/we-do-not-come-with-an-expiration-date-christie-brinkley-a-proud-63-poses-for-sis-swimsuit-issue/,5734,69,1455,91,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/,5357,50,2651,94,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/,3030,74,4787,113,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/07/is-the-former-white-house-photographer-trolling-trump-with-old-obama-photos/,3693,75,4653,96,2
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/?tid=pm_pop,3553,79,967,107,0
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/?tid=pm_pop,4092,75,1208,382,1
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/words-matter-trumps-loose-talk-about-muslims-gets-weaponized-in-court-against-travel-ban/?tid=pm_pop,4607,90,882,103,2
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/?tid=pm_pop,2711,79,1343,420,0
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/?tid=pm_pop,3065,75,952,120,1
https://www.washingtonpost.com/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/morning-mix/wp/2017/02/07/whats-largely-and-glaringly-missing-from-trumps-list-of-terrorist-attacks-non-western-victims/?tid=pm_pop,3627,94,846,101,2
https://www.washingtonpost.com/news/energy-environment/wp/2017/02/07/trumps-energy-plan-doesnt-mention-solar-an-industry-that-just-added-51000-jobs/,https://www.washingtonpost.com/amphtml/news/energy-environment/wp/2017/02/07/trumps-energy-plan-doesnt-mention-solar-an-industry-that-just-added-51000-jobs/,3313,476,1304,288,0
https://www.washingtonpost.com/news/energy-environment/wp/2017/02/07/trumps-energy-plan-doesnt-mention-solar-an-industry-that-just-added-51000-jobs/,https://www.washingtonpost.com/amphtml/news/energy-environment/wp/2017/02/07/trumps-energy-plan-doesnt-mention-solar-an-industry-that-just-added-51000-jobs/,5289,67,1726,114,1
https://www.washingtonpost.com/news/energy-environment/wp/2017/02/07/trumps-energy-plan-doesnt-mention-solar-an-industry-that-just-added-51000-jobs/,https://www.washingtonpost.com/amphtml/news/energy-environment/wp/2017/02/07/trumps-energy-plan-doesnt-mention-solar-an-industry-that-just-added-51000-jobs/,4436,72,867,103,2
https://www.washingtonpost.com/news/politics/wp/2017/02/07/trumps-base-of-support-sets-a-higher-bar-for-considering-immigrants-to-be-american/,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/07/trumps-base-of-support-sets-a-higher-bar-for-considering-immigrants-to-be-american/,10008,500,1445,564,0
https://www.washingtonpost.com/news/politics/wp/2017/02/07/trumps-base-of-support-sets-a-higher-bar-for-considering-immigrants-to-be-american/,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/07/trumps-base-of-support-sets-a-higher-bar-for-considering-immigrants-to-be-american/,3009,69,955,110,1
https://www.washingtonpost.com/news/politics/wp/2017/02/07/trumps-base-of-support-sets-a-higher-bar-for-considering-immigrants-to-be-american/,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/07/trumps-base-of-support-sets-a-higher-bar-for-considering-immigrants-to-be-american/,5435,67,1304,106,2
https://www.washingtonpost.com/news/post-politics/wp/2017/02/07/well-destroy-his-career-trump-quips-about-a-texas-state-senator-at-odds-with-a-county-sheriff/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/07/well-destroy-his-career-trump-quips-about-a-texas-state-senator-at-odds-with-a-county-sheriff/,4267,578,1624,563,0
https://www.washingtonpost.com/news/post-politics/wp/2017/02/07/well-destroy-his-career-trump-quips-about-a-texas-state-senator-at-odds-with-a-county-sheriff/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/07/well-destroy-his-career-trump-quips-about-a-texas-state-senator-at-odds-with-a-county-sheriff/,5655,90,1285,111,1
https://www.washingtonpost.com/news/post-politics/wp/2017/02/07/well-destroy-his-career-trump-quips-about-a-texas-state-senator-at-odds-with-a-county-sheriff/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/07/well-destroy-his-career-trump-quips-about-a-texas-state-senator-at-odds-with-a-county-sheriff/,3161,72,1343,92,2
https://www.washingtonpost.com/news/powerpost/wp/2017/02/07/house-panel-displays-bipartisan-unity-over-bill-to-save-postal-service-from-financial-ruin/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/07/house-panel-displays-bipartisan-unity-over-bill-to-save-postal-service-from-financial-ruin/,4065,535,2342,312,0
https://www.washingtonpost.com/news/powerpost/wp/2017/02/07/house-panel-displays-bipartisan-unity-over-bill-to-save-postal-service-from-financial-ruin/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/07/house-panel-displays-bipartisan-unity-over-bill-to-save-postal-service-from-financial-ruin/,4426,586,1998,111,1
https://www.washingtonpost.com/news/powerpost/wp/2017/02/07/house-panel-displays-bipartisan-unity-over-bill-to-save-postal-service-from-financial-ruin/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/07/house-panel-displays-bipartisan-unity-over-bill-to-save-postal-service-from-financial-ruin/,39169,52,932,114,2
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/how-the-world-reacted-to-a-trump-administration-list-of-underreported-terrorist-attacks/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/how-the-world-reacted-to-a-trump-administration-list-of-underreported-terrorist-attacks/,3959,501,1334,455,0
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/how-the-world-reacted-to-a-trump-administration-list-of-underreported-terrorist-attacks/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/how-the-world-reacted-to-a-trump-administration-list-of-underreported-terrorist-attacks/,3040,78,900,114,1
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/how-the-world-reacted-to-a-trump-administration-list-of-underreported-terrorist-attacks/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/how-the-world-reacted-to-a-trump-administration-list-of-underreported-terrorist-attacks/,3791,57,915,90,2
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/this-tiny-italian-town-has-a-dubious-honor-for-president-trump/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/this-tiny-italian-town-has-a-dubious-honor-for-president-trump/,7129,513,8972,222,0
https://www.washingtonpost.com/news/worldviews/wp/2017/02/07/this-tiny-italian-town-has-a-dubious-honor-for-president-trump/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/07/this-tiny-italian-town-has-a-dubious-honor-for-president-trump/,3269,83,6522,119,1
