link,non_amp_total,non_amp_response,amp_total,amp_response,attempt#
https://www.washingtonpost.com/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,3716,77,1343,110,1
https://www.washingtonpost.com/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,8555,73,1324,126,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,3446,84,1420,631,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,3387,75,941,108,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,3789,74,3866,115,2
https://www.washingtonpost.com/news/early-lead/wp/2017/02/06/ncaa-reportedly-is-on-the-verge-of-blackballing-north-carolina-for-years-over-bathroom-bill/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/06/ncaa-reportedly-is-on-the-verge-of-blackballing-north-carolina-for-years-over-bathroom-bill/,3956,74,1362,233,0
https://www.washingtonpost.com/news/early-lead/wp/2017/02/06/ncaa-reportedly-is-on-the-verge-of-blackballing-north-carolina-for-years-over-bathroom-bill/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/06/ncaa-reportedly-is-on-the-verge-of-blackballing-north-carolina-for-years-over-bathroom-bill/,2774,73,1328,113,1
https://www.washingtonpost.com/news/early-lead/wp/2017/02/06/ncaa-reportedly-is-on-the-verge-of-blackballing-north-carolina-for-years-over-bathroom-bill/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/06/ncaa-reportedly-is-on-the-verge-of-blackballing-north-carolina-for-years-over-bathroom-bill/,2862,88,1282,96,2
https://www.washingtonpost.com/news/post-nation/wp/2017/02/06/trumps-travel-ban-what-happens-next/?utm_term=.80eb6860c483,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/06/trumps-travel-ban-what-happens-next/?utm_term=.80eb6860c483,9657,621,1081,262,0
https://www.washingtonpost.com/news/post-nation/wp/2017/02/06/trumps-travel-ban-what-happens-next/?utm_term=.80eb6860c483,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/06/trumps-travel-ban-what-happens-next/?utm_term=.80eb6860c483,2770,69,1443,692,1
https://www.washingtonpost.com/news/post-nation/wp/2017/02/06/trumps-travel-ban-what-happens-next/?utm_term=.80eb6860c483,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/06/trumps-travel-ban-what-happens-next/?utm_term=.80eb6860c483,4318,74,1620,93,2
https://www.washingtonpost.com/news/politics/wp/2017/02/06/the-white-house-releases-a-list-of-under-covered-terror-attacks-it-would-like-you-to-look-at/?utm_term=.565213c3de08,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/the-white-house-releases-a-list-of-under-covered-terror-attacks-it-would-like-you-to-look-at/?utm_term=.565213c3de08,10470,74,1119,339,0
https://www.washingtonpost.com/news/politics/wp/2017/02/06/the-white-house-releases-a-list-of-under-covered-terror-attacks-it-would-like-you-to-look-at/?utm_term=.565213c3de08,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/the-white-house-releases-a-list-of-under-covered-terror-attacks-it-would-like-you-to-look-at/?utm_term=.565213c3de08,10233,80,968,112,1
https://www.washingtonpost.com/news/politics/wp/2017/02/06/the-white-house-releases-a-list-of-under-covered-terror-attacks-it-would-like-you-to-look-at/?utm_term=.565213c3de08,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/the-white-house-releases-a-list-of-under-covered-terror-attacks-it-would-like-you-to-look-at/?utm_term=.565213c3de08,2903,132,868,127,2
https://www.washingtonpost.com/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/?utm_term=.0fa022462928,https://www.washingtonpost.com/amphtml/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/?utm_term=.0fa022462928,6004,763,4243,95,0
https://www.washingtonpost.com/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/?utm_term=.0fa022462928,https://www.washingtonpost.com/amphtml/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/?utm_term=.0fa022462928,9447,79,834,108,1
https://www.washingtonpost.com/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/?utm_term=.0fa022462928,https://www.washingtonpost.com/amphtml/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/?utm_term=.0fa022462928,9407,76,1787,97,2
https://www.washingtonpost.com/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/,987,51,1833,977,0
https://www.washingtonpost.com/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/,3567,85,908,98,1
https://www.washingtonpost.com/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/,2779,79,949,110,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?utm_term=.89c9b37d266e,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?utm_term=.89c9b37d266e,9547,75,1585,309,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?utm_term=.89c9b37d266e,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?utm_term=.89c9b37d266e,3727,79,4904,120,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?utm_term=.89c9b37d266e,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/mike-pences-awkward-and-telling-response-to-whether-the-u-s-is-morally-superior-to-russia/?utm_term=.89c9b37d266e,2074,50,1306,93,2
https://www.washingtonpost.com/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/,https://www.washingtonpost.com/amphtml/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/,9374,723,1535,737,0
https://www.washingtonpost.com/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/,https://www.washingtonpost.com/amphtml/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/,7243,91,979,121,1
https://www.washingtonpost.com/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/,https://www.washingtonpost.com/amphtml/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/,3924,81,890,123,2
https://www.washingtonpost.com/news/sports/wp/2017/02/06/tom-brady-didnt-just-have-the-best-super-bowl-ever-he-played-the-greatest-football-game-ever/,https://www.washingtonpost.com/amphtml/news/sports/wp/2017/02/06/tom-brady-didnt-just-have-the-best-super-bowl-ever-he-played-the-greatest-football-game-ever/,2555,53,1135,380,0
https://www.washingtonpost.com/news/sports/wp/2017/02/06/tom-brady-didnt-just-have-the-best-super-bowl-ever-he-played-the-greatest-football-game-ever/,https://www.washingtonpost.com/amphtml/news/sports/wp/2017/02/06/tom-brady-didnt-just-have-the-best-super-bowl-ever-he-played-the-greatest-football-game-ever/,3422,78,886,124,1
https://www.washingtonpost.com/news/sports/wp/2017/02/06/tom-brady-didnt-just-have-the-best-super-bowl-ever-he-played-the-greatest-football-game-ever/,https://www.washingtonpost.com/amphtml/news/sports/wp/2017/02/06/tom-brady-didnt-just-have-the-best-super-bowl-ever-he-played-the-greatest-football-game-ever/,3362,80,975,113,2
https://www.washingtonpost.com/news/the-switch/wp/2017/02/06/these-smart-tvs-were-apparently-spying-on-their-owners/,https://www.washingtonpost.com/amphtml/news/the-switch/wp/2017/02/06/these-smart-tvs-were-apparently-spying-on-their-owners/,3269,110,1421,639,0
https://www.washingtonpost.com/news/the-switch/wp/2017/02/06/these-smart-tvs-were-apparently-spying-on-their-owners/,https://www.washingtonpost.com/amphtml/news/the-switch/wp/2017/02/06/these-smart-tvs-were-apparently-spying-on-their-owners/,2701,104,4048,105,1
https://www.washingtonpost.com/news/the-switch/wp/2017/02/06/these-smart-tvs-were-apparently-spying-on-their-owners/,https://www.washingtonpost.com/amphtml/news/the-switch/wp/2017/02/06/these-smart-tvs-were-apparently-spying-on-their-owners/,3195,72,1653,97,2
https://www.washingtonpost.com/news/in-sight/wp/2017/02/06/these-photos-show-what-the-u-s-mexican-border-looked-like-about-80-years-ago/,https://www.washingtonpost.com/amphtml/news/in-sight/wp/2017/02/06/these-photos-show-what-the-u-s-mexican-border-looked-like-about-80-years-ago/,4949,63,1454,668,0
https://www.washingtonpost.com/news/in-sight/wp/2017/02/06/these-photos-show-what-the-u-s-mexican-border-looked-like-about-80-years-ago/,https://www.washingtonpost.com/amphtml/news/in-sight/wp/2017/02/06/these-photos-show-what-the-u-s-mexican-border-looked-like-about-80-years-ago/,4864,70,834,95,1
https://www.washingtonpost.com/news/in-sight/wp/2017/02/06/these-photos-show-what-the-u-s-mexican-border-looked-like-about-80-years-ago/,https://www.washingtonpost.com/amphtml/news/in-sight/wp/2017/02/06/these-photos-show-what-the-u-s-mexican-border-looked-like-about-80-years-ago/,2739,78,6464,5709,2
https://www.washingtonpost.com/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/?tid=pm_pop,3383,89,1651,792,0
https://www.washingtonpost.com/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/?tid=pm_pop,3038,83,900,105,1
https://www.washingtonpost.com/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/california-and-president-trump-are-going-to-war-with-each-other/?tid=pm_pop,3608,84,920,119,2
https://www.washingtonpost.com/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/?tid=pm_pop,3649,83,1446,635,0
https://www.washingtonpost.com/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/?tid=pm_pop,3840,95,953,138,1
https://www.washingtonpost.com/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/?tid=pm_pop,1707,62,1078,203,2
https://www.washingtonpost.com/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/?tid=pm_pop,2949,91,956,95,0
https://www.washingtonpost.com/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/?tid=pm_pop,1975,60,886,99,1
https://www.washingtonpost.com/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/business/wp/2017/02/06/84-lumber-and-the-big-budget-super-bowl-ad-to-nowhere/?tid=pm_pop,4944,86,975,110,2
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/?tid=pm_pop,2732,75,1806,912,0
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/?tid=pm_pop,2868,77,953,174,1
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/?tid=pm_pop,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/?tid=pm_pop,2801,78,940,98,2
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/in-echoes-of-2009-republicans-see-astroturf-in-democratic-protests/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/in-echoes-of-2009-republicans-see-astroturf-in-democratic-protests/,3831,72,4776,251,0
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/in-echoes-of-2009-republicans-see-astroturf-in-democratic-protests/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/in-echoes-of-2009-republicans-see-astroturf-in-democratic-protests/,3297,67,868,97,1
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/in-echoes-of-2009-republicans-see-astroturf-in-democratic-protests/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/in-echoes-of-2009-republicans-see-astroturf-in-democratic-protests/,3149,72,1625,100,2
https://www.washingtonpost.com/news/powerpost/wp/2017/02/06/trumps-first-100-days-ban-in-court-protest-votes-and-fake-news/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/06/trumps-first-100-days-ban-in-court-protest-votes-and-fake-news/,2940,78,1345,544,0
https://www.washingtonpost.com/news/powerpost/wp/2017/02/06/trumps-first-100-days-ban-in-court-protest-votes-and-fake-news/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/06/trumps-first-100-days-ban-in-court-protest-votes-and-fake-news/,3210,85,817,96,1
https://www.washingtonpost.com/news/powerpost/wp/2017/02/06/trumps-first-100-days-ban-in-court-protest-votes-and-fake-news/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/06/trumps-first-100-days-ban-in-court-protest-votes-and-fake-news/,3493,70,909,118,2
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/,2836,72,880,100,0
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/,3228,79,951,98,1
https://www.washingtonpost.com/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/,https://www.washingtonpost.com/amphtml/news/post-politics/wp/2017/02/06/here-are-the-78-terrorist-attacks-the-white-house-says-were-largely-under-reported/,5046,71,846,105,2
https://www.washingtonpost.com/news/dr-gridlock/wp/2017/02/06/in-illinois-older-drivers-are-tested-more-and-crash-rates-have-dropped/,https://www.washingtonpost.com/amphtml/news/dr-gridlock/wp/2017/02/06/in-illinois-older-drivers-are-tested-more-and-crash-rates-have-dropped/,2916,73,1553,525,0
https://www.washingtonpost.com/news/dr-gridlock/wp/2017/02/06/in-illinois-older-drivers-are-tested-more-and-crash-rates-have-dropped/,https://www.washingtonpost.com/amphtml/news/dr-gridlock/wp/2017/02/06/in-illinois-older-drivers-are-tested-more-and-crash-rates-have-dropped/,2916,72,1573,157,1
https://www.washingtonpost.com/news/dr-gridlock/wp/2017/02/06/in-illinois-older-drivers-are-tested-more-and-crash-rates-have-dropped/,https://www.washingtonpost.com/amphtml/news/dr-gridlock/wp/2017/02/06/in-illinois-older-drivers-are-tested-more-and-crash-rates-have-dropped/,2748,86,1151,102,2
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/06/lebron-james-did-lebron-james-things-in-cavs-overtime-win-against-the-wizards/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/06/lebron-james-did-lebron-james-things-in-cavs-overtime-win-against-the-wizards/,3300,84,1473,227,0
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/06/lebron-james-did-lebron-james-things-in-cavs-overtime-win-against-the-wizards/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/06/lebron-james-did-lebron-james-things-in-cavs-overtime-win-against-the-wizards/,3290,77,1287,112,1
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/06/lebron-james-did-lebron-james-things-in-cavs-overtime-win-against-the-wizards/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/06/lebron-james-did-lebron-james-things-in-cavs-overtime-win-against-the-wizards/,4892,70,1302,99,2
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/06/with-one-game-the-wizards-cavaliers-rivalry-comes-roaring-back/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/06/with-one-game-the-wizards-cavaliers-rivalry-comes-roaring-back/,2704,70,1077,275,0
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/06/with-one-game-the-wizards-cavaliers-rivalry-comes-roaring-back/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/06/with-one-game-the-wizards-cavaliers-rivalry-comes-roaring-back/,3520,157,1557,94,1
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/02/06/with-one-game-the-wizards-cavaliers-rivalry-comes-roaring-back/,https://www.washingtonpost.com/amphtml/news/dc-sports-bog/wp/2017/02/06/with-one-game-the-wizards-cavaliers-rivalry-comes-roaring-back/,3498,83,887,113,2
https://www.washingtonpost.com/news/early-lead/wp/2017/02/06/76ers-jahlil-okafor-reportedly-close-to-being-traded-to-pelicans/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/06/76ers-jahlil-okafor-reportedly-close-to-being-traded-to-pelicans/,3657,75,2368,1296,0
https://www.washingtonpost.com/news/early-lead/wp/2017/02/06/76ers-jahlil-okafor-reportedly-close-to-being-traded-to-pelicans/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/06/76ers-jahlil-okafor-reportedly-close-to-being-traded-to-pelicans/,2788,89,1205,123,1
https://www.washingtonpost.com/news/early-lead/wp/2017/02/06/76ers-jahlil-okafor-reportedly-close-to-being-traded-to-pelicans/,https://www.washingtonpost.com/amphtml/news/early-lead/wp/2017/02/06/76ers-jahlil-okafor-reportedly-close-to-being-traded-to-pelicans/,4941,96,1133,93,2
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/06/ford-used-nina-simones-civil-rights-anthem-in-a-super-bowl-ad-and-some-people-are-not-happy/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/06/ford-used-nina-simones-civil-rights-anthem-in-a-super-bowl-ad-and-some-people-are-not-happy/,2535,67,1975,633,0
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/06/ford-used-nina-simones-civil-rights-anthem-in-a-super-bowl-ad-and-some-people-are-not-happy/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/06/ford-used-nina-simones-civil-rights-anthem-in-a-super-bowl-ad-and-some-people-are-not-happy/,2611,127,1300,114,1
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/06/ford-used-nina-simones-civil-rights-anthem-in-a-super-bowl-ad-and-some-people-are-not-happy/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/06/ford-used-nina-simones-civil-rights-anthem-in-a-super-bowl-ad-and-some-people-are-not-happy/,2716,74,1279,94,2
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/06/no-lady-gaga-didnt-really-jump-off-the-roof-live-at-the-super-bowl/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/06/no-lady-gaga-didnt-really-jump-off-the-roof-live-at-the-super-bowl/,3209,68,1273,92,0
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/06/no-lady-gaga-didnt-really-jump-off-the-roof-live-at-the-super-bowl/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/06/no-lady-gaga-didnt-really-jump-off-the-roof-live-at-the-super-bowl/,2983,87,1877,259,1
https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/06/no-lady-gaga-didnt-really-jump-off-the-roof-live-at-the-super-bowl/,https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/06/no-lady-gaga-didnt-really-jump-off-the-roof-live-at-the-super-bowl/,3290,87,2695,110,2
https://www.washingtonpost.com/news/the-switch/wp/2017/02/04/no-the-white-house-is-not-freezing-anti-trump-petitions/,https://www.washingtonpost.com/amphtml/news/the-switch/wp/2017/02/04/no-the-white-house-is-not-freezing-anti-trump-petitions/,6270,739,1111,293,0
https://www.washingtonpost.com/news/the-switch/wp/2017/02/04/no-the-white-house-is-not-freezing-anti-trump-petitions/,https://www.washingtonpost.com/amphtml/news/the-switch/wp/2017/02/04/no-the-white-house-is-not-freezing-anti-trump-petitions/,4170,74,6159,280,1
https://www.washingtonpost.com/news/the-switch/wp/2017/02/04/no-the-white-house-is-not-freezing-anti-trump-petitions/,https://www.washingtonpost.com/amphtml/news/the-switch/wp/2017/02/04/no-the-white-house-is-not-freezing-anti-trump-petitions/,4171,109,5452,425,2
https://www.washingtonpost.com/news/the-switch/wp/2017/02/03/the-fcc-is-stopping-9-companies-from-providing-subsidized-broadband-to-the-poor/,https://www.washingtonpost.com/amphtml/news/the-switch/wp/2017/02/03/the-fcc-is-stopping-9-companies-from-providing-subsidized-broadband-to-the-poor/,4739,838,2291,213,0
https://www.washingtonpost.com/news/the-switch/wp/2017/02/03/the-fcc-is-stopping-9-companies-from-providing-subsidized-broadband-to-the-poor/,https://www.washingtonpost.com/amphtml/news/the-switch/wp/2017/02/03/the-fcc-is-stopping-9-companies-from-providing-subsidized-broadband-to-the-poor/,5514,99,898,119,1
https://www.washingtonpost.com/news/the-switch/wp/2017/02/03/the-fcc-is-stopping-9-companies-from-providing-subsidized-broadband-to-the-poor/,https://www.washingtonpost.com/amphtml/news/the-switch/wp/2017/02/03/the-fcc-is-stopping-9-companies-from-providing-subsidized-broadband-to-the-poor/,3312,78,1551,95,2
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/trump-aides-might-be-considering-a-major-change-to-presidents-maternity-leave-plan/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/trump-aides-might-be-considering-a-major-change-to-presidents-maternity-leave-plan/,3803,692,1028,101,0
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/trump-aides-might-be-considering-a-major-change-to-presidents-maternity-leave-plan/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/trump-aides-might-be-considering-a-major-change-to-presidents-maternity-leave-plan/,4663,52,1072,126,1
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/trump-aides-might-be-considering-a-major-change-to-presidents-maternity-leave-plan/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/trump-aides-might-be-considering-a-major-change-to-presidents-maternity-leave-plan/,11811,88,1142,309,2
https://www.washingtonpost.com/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/,https://www.washingtonpost.com/amphtml/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/,3567,702,2042,235,0
https://www.washingtonpost.com/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/,https://www.washingtonpost.com/amphtml/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/,5486,113,1082,310,1
https://www.washingtonpost.com/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/,https://www.washingtonpost.com/amphtml/news/get-there/wp/2017/02/06/labor-nominee-andrew-puzder-hired-an-undocumented-houseworker/,2985,82,1406,120,2
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/trumps-acting-sec-chair-targets-rule-forcing-companies-to-disclose-what-ceos-earn-compared-to-their-employees/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/trumps-acting-sec-chair-targets-rule-forcing-companies-to-disclose-what-ceos-earn-compared-to-their-employees/,3387,777,1079,344,0
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/trumps-acting-sec-chair-targets-rule-forcing-companies-to-disclose-what-ceos-earn-compared-to-their-employees/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/trumps-acting-sec-chair-targets-rule-forcing-companies-to-disclose-what-ceos-earn-compared-to-their-employees/,2789,88,833,94,1
https://www.washingtonpost.com/news/wonk/wp/2017/02/06/trumps-acting-sec-chair-targets-rule-forcing-companies-to-disclose-what-ceos-earn-compared-to-their-employees/,https://www.washingtonpost.com/amphtml/news/wonk/wp/2017/02/06/trumps-acting-sec-chair-targets-rule-forcing-companies-to-disclose-what-ceos-earn-compared-to-their-employees/,2851,79,904,118,2
https://www.washingtonpost.com/news/powerpost/wp/2017/02/03/bipartisan-hill-leaders-warn-white-house-on-whistleblowers/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/03/bipartisan-hill-leaders-warn-white-house-on-whistleblowers/,1658,50,4241,284,0
https://www.washingtonpost.com/news/powerpost/wp/2017/02/03/bipartisan-hill-leaders-warn-white-house-on-whistleblowers/,https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/02/03/bipartisan-hill-leaders-warn-white-house-on-whistleblowers/,4031,533,3743,107,1
